transactionId,basket,totalAmount,orderedBooks,customerType_new,prediction
3818304962,"[0, 2, 5]",226.8,3,0,0
2807210601,"[4, 3, 3]",212.4,3,0,1
9233066148,"[5, 4, 0, 5, 1, 5, 4]",571.1999999999999,7,1,0
9676427529,"[0, 4, 1, 1, 4, 3, 4, 3, 2]",432.0,9,0,1
1816440926,"[3, 4]",175.2,2,0,1
6881562140,"[4, 2, 5, 2]",67.2,4,0,0
4513793802,"[1, 0]",172.79999999999998,2,0,0
5619226005,"[4, 3, 2, 3, 1, 4, 4, 3]",652.8,8,0,1
9743801122,"[0, 4, 2, 3, 0]",420.0,5,0,0
9523939521,"[3, 3, 3, 4, 0, 3, 3, 3, 4, 4]",1152.0,10,0,1
8080657980,"[4, 1, 3]",255.6,3,1,1
3291580993,"[4, 3, 5, 4]",48.0,4,0,0
5862092836,"[5, 1, 5, 5, 2, 5, 1, 3]",480.0,8,0,0
8872340466,"[0, 4, 1]",223.2,3,0,0
4746267608,"[1, 4, 3, 3, 3]",162.0,5,0,1
2177910460,"[3, 3, 1, 2, 4, 2, 1]",428.4,,0,0
6694000174,"[2, 2]",24.0,2,0,0
2888994613,"[0, 3, 0, 5]",192.0,4,0,0
9730546922,"[4, 4, 4, 1]",91.2,4,1,1
5283375230,"[3, 3, 5, 4, 2]",294.0,5,0,0
8637005947,"[3, 0, 2, 0, 5, 4, 2, 2]",796.8,8,0,0
3262724123,"[0, 1]",103.2,2,1,0
9720215549,"[0, 2, 1]",158.4,3,1,0
7577359518,"[0, 1, 1, 2]",273.6,4,0,0
1277134112,"[5, 1, 2, 1]",139.2,4,1,0
3762617937,[1],109.2,1,0,0
5919038440,"[5, 5, 1, 5]",81.6,4,0,0
4675612945,"[3, 5]",136.79999999999998,2,0,0
5246602945,"[3, 3, 3, 1, 4, 2]",381.6,6,0,0
3761562536,"[4, 4, 3]",205.2,3,0,1
9053224651,[4],140.4,1,0,1
8526487050,"[3, 1, 3]",162.0,3,0,0
2479205299,"[4, 4, 4, 3, 1]",396.0,5,1,1
9346413667,"[5, 3, 4, 2, 1, 2, 3, 3]",825.6,8,0,0
1947556849,"[2, 4]",79.2,2,0,1
6726705258,"[0, 0, 3, 5, 1]",354.0,5,0,0
6272096862,"[3, 3, 4]",82.8,3,0,0
2074384127,"[4, 5, 5, 3, 4, 5, 1]",319.2,7,0,0
6216854242,"[0, 2]",91.2,2,0,0
7727668397,"[1, 0]",163.2,2,0,0
7159868934,"[2, 5, 0, 0]",67.2,4,0,0
6142416780,"[3, 3, 3, 4, 4, 4, 4]",504.0,7,0,1
4707447800,"[5, 2, 4, 4, 1, 3, 2]",310.8,7,1,0
9955695895,"[4, 3, 0, 0, 4, 4, 4, 4, 4]",788.4,9,1,1
9108158838,"[3, 0, 2, 0]",144.0,4,0,0
3917826865,"[2, 3, 4, 5, 0, 1, 5]",151.2,7,0,0
7422014028,"[4, 0, 0, 1, 4]",696.0,5,0,0
7160950296,[2],28.8,1,0,0
8090846537,"[3, 1, 3, 0, 1, 2, 5, 4]",787.1999999999999,8,0,0
7708599195,[4],67.2,1,1,1
3542400094,"[0, 4, 2, 4, 4, 2, 3, 1, 4]",1112.4,,0,1
3774472319,[4],129.6,1,0,1
3428765896,"[5, 2, 1, 5, 2, 3, 4, 1]",403.2,8,0,0
9910120478,"[3, 5, 4, 4, 0, 3]",662.4,6,0,0
5944496907,"[5, 3, 4, 5, 1, 3]",403.2,6,1,0
9175127214,"[0, 2, 2, 3, 3, 0, 2]",630.0,7,0,0
3710120936,"[1, 2, 2, 2, 4, 1, 1, 0]",230.4,8,0,0
6159753818,"[1, 4, 1]",284.4,3,1,1
6717908672,"[3, 0, 3, 3]",316.8,4,1,1
1252857790,[4],21.6,1,0,0
9604315153,"[4, 4]",36.0,2,0,1
8532030043,"[1, 2, 4, 4, 1]",606.0,5,1,0
1121879911,"[3, 1, 0, 4, 2, 2, 1, 0, 2, 2, 4]",448.8,11,0,0
6433691318,"[3, 2, 3, 4, 3, 4, 0, 3, 0]",972.0,9,0,1
4066009161,"[5, 3, 5, 1, 4, 2, 1]",613.1999999999999,7,1,0
6637401347,"[0, 2]",218.4,2,0,0
2189854340,"[2, 4, 4, 3, 1, 3]",331.2,6,0,1
3667901902,"[3, 1, 4, 3, 5, 1]",705.6,6,0,0
8339284895,"[1, 5, 5]",36.0,3,0,0
5352538143,"[4, 4, 3, 2]",220.8,4,1,1
5986651440,"[3, 4, 3, 4, 3, 1, 5, 2]",96.0,8,0,0
1274575397,"[4, 3, 0, 1]",206.4,4,0,0
3687952351,[4],103.2,1,0,1
9730834630,"[4, 4, 3, 3]",336.0,4,1,1
1802664118,"[3, 5, 0, 0, 2, 1]",338.4,6,1,0
7680783598,"[5, 0, 5, 3]",144.0,4,0,0
1502376735,"[5, 3]",91.2,2,1,0
9739699790,"[3, 4, 4, 3, 2]",102.0,5,0,1
7306802975,"[3, 5, 0, 2, 4, 2]",540.0,6,0,0
3061660164,"[1, 3, 5, 3, 5, 0, 0]",688.8,7,1,0
1396590569,"[2, 1, 4, 1, 0]",162.0,5,0,0
5824674413,[3],128.4,1,0,0
7273566548,"[1, 2, 4, 4]",172.79999999999998,4,0,0
9823356832,"[5, 4, 3, 0, 5, 1, 4]",411.6,7,0,0
2614193519,"[4, 0, 4, 4, 3, 3, 4, 2, 3, 1, 3]",792.0,11,0,1
1155835873,"[1, 4, 4, 4]",153.6,4,0,0
4724972267,[1],116.4,1,0,0
8074905895,"[3, 1, 3, 5, 3, 4, 2]",747.6,7,0,0
9038490735,"[3, 2, 1, 2, 2, 2, 3]",756.0,7,1,0
9362119509,[2],90.0,1,1,1
2912975491,"[3, 4, 1]",129.6,3,0,1
6529843970,"[4, 5, 0, 4]",340.8,4,0,0
5469193271,"[1, 3, 2, 2, 5, 2, 0]",277.2,7,0,0
6162916864,"[4, 3, 4, 0, 4, 0, 0]",378.0,7,0,0
3814585329,"[2, 4, 3, 4]",48.0,4,0,0
7027274805,"[4, 4, 3, 4, 3, 3, 4, 3, 2]",907.2,9,1,1
7022540602,"[3, 3, 2, 2]",220.8,4,0,0
1883415946,[0],79.2,1,0,0
4696439623,"[3, 3, 3, 2, 5, 2]",86.39999999999999,6,0,0
6848873382,"[0, 3, 4, 4, 3]",372.0,5,0,1
9211575249,"[3, 5, 0, 4]",48.0,4,0,0
2833042962,"[1, 1]",43.2,2,0,0
3021688548,[4],205.2,1,0,1
9782939731,"[2, 5, 2, 0, 5, 2, 0]",84.0,7,0,0
8510779250,"[3, 0]",43.2,2,0,0
7194176288,"[1, 0, 1, 0, 5]",84.0,5,1,0
6353873205,"[2, 3]",81.6,2,0,0
5155874784,"[1, 0, 4, 4, 0, 3, 3]",352.8,7,0,0
9651309207,"[3, 2]",225.6,2,1,1
9869021635,"[2, 5, 1, 1, 3, 2, 0, 1, 4, 3]",1656.0,10,0,0
1492969437,"[4, 4, 0]",252.0,3,0,0
9676816547,"[5, 4, 2]",248.4,3,0,0
4130981754,"[3, 2, 3, 4, 4, 4, 4, 2]",912.0,8,1,1
2560706398,"[1, 4, 4, 3]",624.0,4,1,1
5241062367,"[2, 3, 4]",187.2,3,0,0
7109589203,"[3, 3, 0, 2, 4, 2, 2, 1, 0]",237.6,9,0,0
1638738915,"[2, 0, 5]",338.4,3,0,0
4833431512,"[4, 5]",93.6,2,0,0
9338539668,"[1, 4, 1, 4, 3, 3]",453.6,6,1,1
3786167364,"[4, 4, 3, 3, 4]",384.0,5,1,1
8379382010,"[2, 5, 1, 5]",48.0,4,1,0
5893736332,"[1, 5]",55.2,2,0,0
2100781975,"[1, 1, 4, 2, 1, 4]",525.6,6,1,0
4285160305,"[1, 4, 5, 1, 4, 2, 0, 2]",451.2,8,0,0
9338554020,"[3, 3, 4, 1, 4, 2, 4]",806.4,7,1,1
3958593617,"[3, 3, 4, 3, 1, 1, 0, 5]",566.4,8,0,0
4917476487,"[4, 2, 5, 4, 2, 0, 0, 3, 2, 2, 5, 4]",144.0,12,0,0
6948766379,"[4, 4, 4]",230.4,3,0,1
9755200642,"[0, 4, 3, 0, 4, 4]",856.8,6,1,1
6189017822,"[4, 4, 2, 1, 4]",654.0,5,0,1
6909935412,"[0, 0, 4, 0, 2, 0, 5, 2, 4, 1]",936.0,10,0,0
2877572614,"[4, 4, 4]",291.6,3,1,1
3601581562,"[2, 2, 5, 2, 1]",324.0,5,0,0
4396584892,"[4, 4, 3, 0, 4, 0]",252.0,6,0,1
1065544576,"[2, 4, 4, 2, 2, 5, 2, 1]",576.0,8,0,0
4952780699,"[2, 5, 3, 4, 0, 2, 3, 3, 0, 4, 1]",567.6,11,0,0
7291309667,"[1, 1, 3, 4, 3, 4]",676.8,6,1,1
1223815358,[4],87.6,1,0,1
6072622251,"[1, 1, 0, 1, 5, 0, 3]",529.1999999999999,7,0,0
9690667872,"[4, 2, 2, 3, 1]",612.0,5,0,0
1262307647,"[3, 2]",158.4,2,0,0
8301715768,"[5, 2, 0]",36.0,3,1,0
7287186376,[0],62.4,1,0,0
8510836335,"[4, 4, 0]",198.0,3,0,0
3715606691,"[4, 4, 5, 2]",292.8,4,1,0
6872509192,"[4, 4, 3, 4, 3, 3, 3, 1]",624.0,8,0,1
6104277107,"[4, 4, 2, 4]",48.0,4,0,1
7444229268,[1],85.2,1,0,0
5793852574,"[2, 1, 1, 1, 1, 5]",554.4,6,0,0
1531728098,"[0, 1]",302.4,2,1,0
6167452423,[4],81.6,1,1,1
8477987538,"[4, 4, 3]",57.6,3,0,1
8128845155,"[2, 4, 4, 1, 5]",192.0,5,0,0
3545375998,"[2, 3, 1, 4, 2, 3, 3, 3, 4, 4]",120.0,10,1,0
3570550797,"[4, 3]",24.0,2,0,0
2890999050,[3],62.4,1,0,0
3799942052,"[0, 2, 3, 3, 5, 0]",532.8,6,1,0
2335546624,"[5, 0]",170.4,2,0,0
9858190458,[2],136.79999999999998,1,1,1
2925573877,"[1, 4, 0, 5, 5, 0]",518.4,6,0,0
7801284530,"[4, 3, 3, 4]",225.6,4,1,1
5496114896,[4],69.6,1,0,0
8540610734,"[3, 1, 5, 5, 5, 2, 1]",420.0,7,0,0
5721006900,[0],103.2,1,0,0
7535478786,"[2, 1, 2, 3, 2, 5, 1, 1]",96.0,8,0,0
5496182406,"[4, 3, 2, 0, 1, 2, 0]",663.6,7,0,0
4189848950,[1],39.6,1,0,0
9368621596,"[1, 4, 4, 4]",436.8,4,0,1
6146988111,[2],55.2,1,0,0
7770657801,"[2, 4, 0, 3, 1, 3]",532.8,6,1,0
1750887431,"[0, 5, 3, 2, 2]",540.0,5,1,0
8961601584,[3],79.2,1,0,0
3503950250,"[4, 3, 4, 0, 4, 4]",907.2,6,0,1
7693732048,[4],26.4,1,0,0
6403040178,"[0, 0]",81.6,2,0,0
7740542844,"[0, 0, 1, 1, 1, 1]",252.0,6,1,0
6460032591,"[4, 4, 3, 2, 2]",372.0,5,0,1
7671532121,"[2, 4, 3, 4]",201.6,4,0,0
3787073236,"[4, 2, 5, 0, 1, 4, 2, 4]",556.8,8,0,0
8839091735,"[2, 3, 1, 2, 4]",288.0,5,1,1
6324262388,"[4, 4, 4, 4, 3, 4]",784.8,6,1,1
4037836627,"[3, 5, 3, 2]",364.8,4,0,0
9437143239,"[3, 3, 4, 4]",278.4,4,1,1
4553351177,"[1, 4, 0, 0, 3, 3, 1]",756.0,7,0,0
3713608152,[2],70.8,1,0,0
4907039088,"[2, 0, 3, 2, 3]",474.0,5,0,0
6726937241,"[0, 1, 4, 3, 3]",630.0,5,0,1
7761978259,"[4, 3, 4, 1]",307.2,4,0,1
3238868436,"[0, 3, 3, 3, 4]",576.0,5,0,0
5410584090,"[2, 4, 0, 0, 0]",492.0,5,0,0
8353656223,[1],15.6,1,0,0
7232718287,"[3, 4, 4, 3]",432.0,4,0,1
7006181928,"[2, 1, 5, 5, 0, 0]",72.0,6,0,0
5707896212,"[4, 2, 0, 0]",153.6,4,1,0
9164081807,"[0, 0, 2, 4, 2, 5, 4, 0]",662.4,8,0,0
5939305356,"[4, 4, 3, 5, 0, 4, 1, 3, 0, 3, 1]",765.6,11,0,0
2445204615,"[1, 5, 1]",280.8,3,0,0
2461072898,"[4, 3, 5, 0, 4]",456.0,5,0,0
2393602548,[0],21.6,1,0,0
1102128874,"[1, 1, 1]",219.6,3,0,0
9427598255,"[0, 5, 4, 2]",182.4,4,0,0
5890178945,[0],20.4,1,1,0
5453130856,"[5, 0, 5, 0, 3]",246.0,5,0,0
9333236388,"[1, 2, 0, 2, 3, 2, 5]",546.0,7,0,0
4489421429,"[5, 0, 5, 2, 2, 5, 1, 3]",441.6,8,0,0
7634760430,"[4, 3]",96.0,2,0,0
3434483008,"[0, 0, 2, 4, 2]",348.0,5,0,0
7048609631,"[5, 0, 3, 0, 2, 0, 0]",84.0,7,0,0
3671333053,"[1, 3, 2, 0, 4, 1, 1]",369.6,7,0,0
3371116360,"[1, 1]",127.2,2,0,0
7450905482,"[2, 3, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4]",1656.0,12,0,1
1397138672,"[5, 1, 2, 2]",345.6,4,0,0
9265769191,"[4, 4, 4, 4, 2]",150.0,5,0,1
8089177980,"[1, 2, 3, 4, 3]",432.0,5,0,0
5903619126,"[3, 3, 3]",273.6,3,1,1
7210604811,"[1, 0, 0, 5]",211.2,4,0,0
4093025561,[2],97.2,1,0,0
9409879714,[3],57.6,1,0,0
1827367319,"[1, 3, 0, 3, 2]",606.0,5,0,0
4638708068,[3],84.0,1,1,0
7216706253,"[3, 4, 2, 3, 4, 1]",230.4,6,1,1
3503000948,"[4, 4, 4, 4, 4, 4, 2]",772.8,7,1,1
6769583756,[1],55.2,1,0,0
7279519018,"[3, 3, 3]",327.6,3,1,1
9478346396,[2],73.2,1,0,0
6660424690,"[0, 5, 4]",316.8,3,0,0
9878243574,"[4, 4, 3, 4]",369.6,4,1,1
4398750795,[5],133.2,1,0,0
6161603348,"[2, 0, 4, 5, 5, 4, 4, 3]",547.1999999999999,8,0,0
6944403936,"[3, 3, 4, 1, 1, 4, 2, 4, 3, 3, 3]",541.1999999999999,11,0,1
9087427498,"[0, 2, 1, 3]",528.0,4,0,0
6489269858,"[0, 2, 1, 4, 5, 3, 4, 5, 4, 1, 3]",132.0,11,0,0
8880581721,"[1, 2, 5, 3]",62.4,4,0,0
6559557140,"[0, 0, 4, 2, 5]",312.0,5,0,0
1473461622,[1],31.2,1,0,0
8362635379,"[3, 1]",105.6,2,0,0
7312987582,[5],117.6,1,0,0
1441300200,"[0, 5, 0]",201.6,3,0,0
7928403302,"[0, 0, 5, 5, 0]",306.0,5,0,0
4395068055,"[3, 2, 5, 5, 3]",330.0,5,0,0
3404331822,"[3, 5]",283.2,2,0,0
2011735064,"[0, 5, 3, 1, 3, 4, 5, 3, 3, 0, 2]",858.0,11,1,0
5085263623,"[0, 5, 1, 5, 3, 3, 3]",571.1999999999999,7,0,0
2637132738,"[4, 3]",374.4,2,1,1
5019970923,"[0, 2, 0, 2, 3, 0]",244.8,6,0,0
5079150600,"[2, 4, 1, 3, 3]",324.0,5,0,0
3778179834,[3],13.2,1,1,0
6545196002,"[2, 4, 4, 1, 3]",468.0,5,1,0
5007967402,[0],54.0,1,1,0
7335085354,"[1, 4, 2, 3, 2, 0, 1]",487.2,7,0,0
2514481450,"[2, 3, 3, 3, 1, 3]",72.0,6,0,0
5040725289,"[4, 4, 3]",151.2,3,1,1
6112394183,"[4, 3, 3, 4]",355.2,4,0,1
7642301128,"[0, 4, 1, 3, 1, 2, 4, 3, 4]",723.6,9,0,1
6114130964,"[3, 4, 3]",165.6,3,0,0
5098443681,"[4, 3, 5, 3, 0, 5, 5, 0]",729.6,8,0,0
7734542685,"[3, 3, 3, 0, 4, 4]",439.2,6,0,1
8303454207,"[0, 2, 1, 0, 4, 1]",309.6,6,0,0
5217312699,"[4, 2, 4, 4, 3, 0, 4, 4, 2]",496.8,9,0,1
6337488143,"[1, 2, 1, 0, 1, 5]",914.4,6,0,0
7975641045,"[4, 2, 1, 4, 4, 3]",1008.0,6,1,1
6011910407,"[4, 4, 4, 4, 4, 4]",554.4,6,0,1
9879996531,"[4, 2, 5, 2, 1]",132.0,5,0,0
5514081800,[1],79.2,1,0,0
3615436130,"[3, 3, 4, 1]",192.0,4,0,1
3538718677,"[0, 3]",144.0,2,1,0
3498383287,"[4, 1]",156.0,2,0,0
7048742362,"[4, 4, 5, 0, 0]",570.0,5,0,0
2472850125,[1],24.0,1,0,0
7746939734,"[2, 2, 0, 3]",412.8,4,0,0
5784513093,"[0, 0, 1, 2, 0, 3, 5]",537.6,7,0,0
9125897744,"[5, 1]",153.6,2,0,0
9718974478,"[0, 2]",40.8,2,1,0
6654303853,"[1, 3, 4, 2, 4, 4]",489.6,6,1,1
8933756424,"[5, 3, 1]",262.8,3,0,0
9438126758,"[4, 4, 3, 4, 4, 2, 2, 4]",787.1999999999999,8,1,1
3357893263,[1],76.8,1,1,0
9843888121,"[4, 3, 1, 4, 4, 3, 3, 4, 3]",691.1999999999999,9,1,1
2073751146,"[4, 2, 5, 2, 2, 4, 0]",386.4,7,0,0
8120046218,"[1, 4, 0, 4]",172.79999999999998,4,0,0
2053614390,[3],48.0,1,0,0
1560344870,"[1, 4, 3, 4, 4, 4, 0, 0, 0]",540.0,9,0,0
5867483698,"[4, 4, 4, 3, 2, 1, 0, 4, 2, 3]",120.0,10,0,1
5989903243,"[1, 5, 3, 1]",220.8,4,1,0
4484631395,"[3, 4, 4, 4, 3, 3]",972.0,6,1,1
8447805649,"[4, 1, 0, 0, 5, 0, 3, 5, 4]",928.8,9,0,0
2289958523,"[2, 3, 3, 5, 4, 4, 5]",378.0,7,0,0
6721294962,[2],52.8,1,0,0
9796536382,"[4, 2, 2, 0, 0]",288.0,5,0,0
5926542956,"[3, 3, 3, 3]",364.8,4,0,0
6480159958,"[4, 2, 4, 3, 1, 3, 3, 4, 2]",388.8,9,1,1
8648269831,"[0, 1, 2, 4, 3, 5, 2]",445.2,7,0,0
6384426011,[0],44.4,1,0,0
9597474339,"[0, 2, 5, 5, 3]",198.0,5,0,0
4150569063,"[4, 0, 3]",280.8,3,0,0
5644868290,"[5, 2, 4, 4, 2]",186.0,5,1,0
1927222514,"[1, 1, 5, 5, 3, 1, 2, 5, 3, 0]",1272.0,10,1,0
9364925848,"[3, 2, 5, 3]",235.2,4,0,0
3814942982,"[5, 3, 1]",230.4,3,0,0
7540499437,"[0, 4, 2, 1, 4, 4, 0, 4]",1027.2,8,0,1
7256939211,"[1, 0, 3, 1, 3]",552.0,5,0,0
9040754247,[4],49.2,1,0,0
3662950429,"[0, 2, 5]",36.0,3,0,0
6297479084,"[2, 4, 5, 3, 0]",264.0,5,0,0
6178380177,"[1, 5]",153.6,2,0,0
7588496110,"[4, 3, 1, 2, 1, 4, 2, 4]",758.4,8,0,1
4897746122,"[0, 0, 4, 1, 2]",426.0,5,0,0
4881311708,"[2, 0, 1, 1, 4, 5, 1]",168.0,7,1,0
4186051916,"[3, 4, 1, 3]",273.6,4,1,1
6237938647,"[2, 5]",146.4,2,1,0
2851563236,"[0, 4, 0, 2, 5, 0, 3, 3]",499.2,8,0,0
4386446908,"[3, 1, 4, 4, 3, 3, 4, 3]",211.2,8,0,1
5321494892,"[2, 5, 5, 1, 0, 2, 4, 0, 0]",108.0,9,0,0
4383962226,"[4, 2, 4]",208.8,3,0,0
5039323160,"[4, 4, 4, 4]",432.0,4,1,1
3238081422,"[0, 3, 4]",151.2,3,0,1
5509696027,[1],109.2,1,1,1
3118383840,[1],30.0,1,0,0
6142832669,"[3, 4, 0, 1, 0]",516.0,5,1,0
7455652476,"[2, 1]",170.4,2,0,0
7063692547,"[1, 2, 3, 4, 3, 4, 4, 4, 4, 0]",900.0,10,0,1
4683402425,"[2, 4, 4]",320.4,3,1,1
2665576323,"[4, 0, 3, 4, 4, 4]",532.8,6,0,1
4318217717,[5],25.2,1,0,0
1871686114,"[2, 4, 2, 3, 3]",1086.0,5,1,1
4260493556,"[1, 4, 1]",241.2,3,1,1
3732772116,"[3, 0, 4, 2, 5, 2, 0, 1]",566.4,8,0,0
6274820307,"[5, 4, 3, 5, 1]",300.0,5,0,0
8362545321,"[1, 5, 5, 0, 4, 2, 2, 5, 1]",442.8,9,0,0
6944055889,[4],67.2,1,0,1
8382574521,"[5, 0, 5, 4]",72.0,4,0,0
4692132235,"[3, 1, 1, 4, 3]",762.0,5,1,1
9027086531,"[3, 0, 3, 4, 3, 3, 4, 3, 4, 2]",864.0,10,0,1
1458056216,"[5, 4, 2, 5, 3, 0, 3, 3]",758.4,8,0,0
5943944690,"[4, 4, 4, 3]",547.1999999999999,4,0,1
5151196633,[4],30.0,1,1,0
6662893336,"[0, 3]",208.8,2,0,0
